Trait	Fraction of Phenotypic Variance Explained	Chromosome	Peak Position (bp)	LOD	1.5 LOD Confidence Interval (Left) (bp)	1.5 LOD Confidence Interval (Right) (bp)	Genes Under Confidence Interval (Common Name)	Genes Under Confidence Interval (Standard Name)
YPD:15C	0.009	8	115972	3.53	68118	137636	NA|APM2|NA|NA|DUR3|NA|RPS20|YLF2|OTU2|NA|PRS3|ETP1|YAP3|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|STE20|NA|SHU1|NA|MRP4|LAG1|NA|HSE1|RPL14B|CEN8|OSH7|QCR10|LEU5|NA|NEM1|GPA1|TIM10|NA|NA|NA|STP2|ERG11|NA|SOD2|NA|RPL27A|DIA4|VPS29|ARD1|SPO13|NA|NA|NA|NA|NA|MIP6|YSC84	YHL019W-A|YHL019C|YHL018W|YHL017W|YHL016C|YHL015W-A|YHL015W|YHL014C|YHL013C|YHL012W|YHL011C|YHL010C|YHL009C|tV(AAC)H|YHLCsigma1|YHLWTy4-1|YHLWtau1|YHL009W-A|YHL009W-B|YHLWtau2|YHLCdelta1|YHLWdelta2|YHL008C|YHL007C|YHL006W-A|YHL006C|YHL005C|YHL004W|YHL003C|YHL002C-A|YHL002W|YHL001W|CEN8|YHR001W|YHR001W-A|YHR002W|YHR003C|YHR004C|YHR005C|YHR005C-A|tT(AGU)H|YHRCdelta3|YHRCdelta4|YHR006W|YHR007C|YHR007C-A|YHR008C|YHR009C|YHR010W|YHR011W|YHR012W|YHR013C|YHR014W|tS(AGA)H|YHRCdelta5|YHRCdelta6|YHRWdelta7|tQ(UUG)H|YHR015W|YHR016C
YPD:15C	0.009	11	351237	3.35	298360	366729	LHS1|STB6|NA|NA|NA|NA|NA|NA|NA|NUP100|NA|NA|NA|YNK1|NA|NA|YET1|MNR2|NA|MSN4|NA|FBA1|MPE1|TOA2|NUP120|TMA19|OAR1|DEF1|MDM35|NA|ASK1|SFK1|NA|CSE4|ELM1|NA|DCW1|PRI2|NA|PHD1|SPC42|VPS24|NFU1|PTM1|SNR69|RGT1	YKL073W|YKL072W|YKLCdelta5|tW(CCA)K|YKL071W|YKL070W|YKL069W|tV(AAC)K1|YKL068W-A|YKL068W|tH(GUG)K|YKLCdelta6|YKLWdelta7|YKL067W|YKL066W|YKL065W-A|YKL065C|YKL064W|YKL063C|YKL062W|YKL061W|YKL060C|YKL059C|YKL058W|YKL057C|YKL056C|YKL055C|YKL054C|YKL053C-A|YKL053W|YKL052C|YKL051W|YKL050C|YKL049C|YKL048C|YKL047W|YKL046C|YKL045W|YKL044W|YKL043W|YKL042W|YKL041W|YKL040C|YKL039W|snR69|YKL038W
YPD:15C	0.283	13	46758	90.69	45801	47637	CTK3|BUL2	YML112W|YML111W
YPD:15C	0.06	14	376315	22.91	371959	391120	FPR1|NA|FYV6|NA|KRE33|TOM22|CPT1|DGR1|NRK1|TEP1|FAR11|SPC98|ESBP6	YNL135C|YNL134C|YNL133C|tF(GAA)N|YNL132W|YNL131W|YNL130C|YNL130C-A|YNL129W|YNL128W|YNL127W|YNL126W|YNL125C
YPD:15C	0.002	15	146203	0.7	30484	558954	HPF1|ZPS1|NA|FRE7|GRE2|NA|DCP1|SPT20|PEX11|PSF3|CTR9|NOP8|RIB4|RRP40|PPM2|ARG8|CDC33|RTC1|BSC6|PFK27|MED7|NA|HRT1|GAS4|NA|ALR1|VPS68|YGK3|RPL25|MDH2|TRM13|TRM11|HRP1|SMF1|RPS19A|RPL18A|MCH4|NA|RRI2|MSN1|PAP2|NA|SKM1|MSB4|MDY2|SHR5|ZEO1|SUF1|INO4|NA|NA|NA|NA|WSC3|NDJ1|NA|NA|NA|NA|NA|ITR2|TPT1|IZH4|PKH2|NA|NA|SNR58|NA|WRS1|COQ3|HMI1|RFC4|TRM10|NA|SPO21|MSH2|HAL9|MPD2|NA|NA|ADH1|NA|NA|PHM7|ATG34|NA|ATG19|IRA2|REX4|NA|AVO1|ATP19|BRX1|MDM20|NA|NA|THP1|EMI5|NBA1|NUF2|HST1|RTG1|RIB2|INP54|MET22|CRT10|APM4|PRS5|MAM3|GPD2|ARG1|NA|GPM3|THI20|NA|NA|NA|NA|NA|PSH1|AIM39|DDR2|SPE2|SNR81|GAL11|NA|GSH2|RRT8|NA|NA|PSK2|PEX15|NTG2|NGL1|NOP12|RPS15|RPP2A|NA|PRE6|NA|NA|NA|SNR50|SMC5|MSE1|OPI10|SIL1|GAS5|NA|YAP7|MDM38|MIM1|NA|LAG2|NA|IFM1|TSR4|SUF17|DIS3|TAT2|SUP3|NA|NA|TLG2|ESC8|CMK2|IRC10|NA|NA|NA|NA|NA|HRD1|HTZ1|PLB3|RCL1|MDM12|COQ10|CSI2|TOP1|RPB11|SIN3|PFA4|IZH2|PHO80|CEN15|RRP6|ALG6|YSP3|UTP23|DNL4|TSR3|SGT2|NA|NA|SLG1|NA|NA|TIR4|TIR2|AUS1|NA|NA|NA|NA|NA|IRC11|RTS1|NA|ERP4|PET127|ROD1|NA|HSP10|NA|NA|NA|AHC1|NA|HST3|BUB3|STI1|CIN5|NA|DFG16|CRS5|HMS1|NA|EXO1|AKR2|NA|SHE4|PEP12|CYC2|HIR2|CKB2|GLO4|SNR9|NA|CUE5|SNR62|WHI2|IRC23|TOM6|DBP5|STD1|RAT1|RSB1|NA|ETT1|NA|NA|VHS3|NA|NOB1|SGT1|ASE1|NA|NA|NA|NA|CKA2|NA|RPL3|YNG1|CYT1|MSA1|ALG8|VPS5|VAM10|GYP1|NRT1|NA|NA|SUF11|NA|SGO1|CDC21|NA|UFE1|SKI7|RTS2|BUD21|ATX2|DIA2|TGL5|NA|WHI5|LPX1|OST3|TCB1|NA|YVC1|VPS21|PTC5|TMA46|ECM3|NA|ARF3|RKI1|RPS7A|NA|NUP1|KTR1|CRC1|RAS1|NA|OST2|PIN2|NA|VAM3|RGS2|LEU9|NA|INP53|TFC7|NA|CEX1|AZF1|NA|TRS33|RPO31|RPT5|RTC5|RIO1|GCY1|NA|PFY1|LEO1|UBP2	YOL155C|YOL154W|YOL153C|YOL152W|YOL151W|YOL150C|YOL149W|YOL148C|YOL147C|YOL146W|YOL145C|YOL144W|YOL143C|YOL142W|YOL141W|YOL140W|YOL139C|YOL138C|YOL137W|YOL136C|YOL135C|YOL134C|YOL133W|YOL132W|YOL131W|YOL130W|YOL129W|YOL128C|YOL127W|YOL126C|YOL125W|YOL124C|YOL123W|YOL122C|YOL121C|YOL120C|YOL119C|YOL118C|YOL117W|YOL116W|YOL115W|YOL114C|YOL113W|YOL112W|YOL111C|YOL110W|YOL109W|tG(UCC)O|YOL108C|YOL107W|YOL106W|YOLCdelta3|tT(AGU)O1|YOL105C|YOL104C|YOLWTy1-1|YOLWdelta4|YOL103W-A|YOL103W-B|YOLWdelta5|YOL103W|YOL102C|YOL101C|YOL100W|YOL099C|YOL098C|snR58|YOL097W-A|YOL097C|YOL096C|YOL095C|YOL094C|YOL093W|YOL092W|YOL091W|YOL090W|YOL089C|YOL088C|YOL087C|YOL086W-A|YOL086C|YOL085W-A|YOL085C|YOL084W|YOL083W|YOL083C-A|YOL082W|YOL081W|YOL080C|YOL079W|YOL078W|YOL077W-A|YOL077C|YOL076W|YOL075C|YOL073C|YOL072W|YOL071W|YOL070C|YOL069W|YOL068C|YOL067C|YOL066C|YOL065C|YOL064C|YOL063C|YOL062C|YOL061W|YOL060C|YOL059W|YOL058W|YOL057W|YOL056W|YOL055C|tG(GCC)O1|YOLWsigma1|YOLWdelta6|YOLCdelta7|tN(GUU)O1|YOL054W|YOL053W|YOL052C-A|YOL052C|snR81|YOL051W|YOL050C|YOL049W|YOL048C|YOL047C|YOL046C|YOL045W|YOL044W|YOL043C|YOL042W|YOL041C|YOL040C|YOL039W|YOL038C-A|YOL038W|YOL037C|YOL036W|YOL035C|snR50|YOL034W|YOL033W|YOL032W|YOL031C|YOL030W|YOL029C|YOL028C|YOL027C|YOL026C|tS(GCU)O|YOL025W|YOL024W|YOL023W|YOL022C|tG(GCC)O2|YOL021C|YOL020W|tY(GUA)O|YOL019W-A|YOL019W|YOL018C|YOL017W|YOL016C|YOL015W|YOL014W|YOLCdelta8|YOL013W-B|YOL013W-A|tP(UGG)O1|YOL013C|YOL012C|YOL011W|YOL010W|YOL009C|YOL008W|YOL007C|YOL006C|YOL005C|YOL004W|YOL003C|YOL002C|YOL001W|CEN15|YOR001W|YOR002W|YOR003W|YOR004W|YOR005C|YOR006C|YOR007C|tR(ACG)O|YORCdelta9|YOR008C|YOR008C-A|YOR008W-B|YOR009W|YOR010C|YOR011W|tT(AGU)O2|YORWsigma2|YORWdelta10|YOR011W-A|YOR012W|YOR013W|YOR014W|YOR015W|YOR016C|YOR017W|YOR018W|YOR019W|YOR020C|YOR020W-A|YOR021C|YOR022C|YOR023C|YOR024W|YOR025W|YOR026W|YOR027W|YOR028C|YOR029W|YOR030W|YOR031W|YOR032C|YOR032W-A|YOR033C|YOR034C|YOR034C-A|YOR035C|YOR036W|YOR037W|YOR038C|YOR039W|YOR040W|snR9|YOR041C|YOR042W|snR62|YOR043W|YOR044W|YOR045W|YOR046C|YOR047C|YOR048C|YOR049C|YOR050C|YOR051C|YOR052C|YOR053W|YOR054C|YOR055W|YOR056C|YOR057W|YOR058C|YORCdelta11|tK(UUU)O|YOR059C|YOR060C|YOR061W|YOR062C|YOR063W|YOR064C|YOR065W|YOR066W|YOR067C|YOR069W|YOR068C|YOR070C|YOR071C|YOR072W|YOR072W-A|tP(UGG)O2|YOR072W-B|YOR073W|YOR074C|YOR073W-A|YOR075W|YOR076C|YOR077W|YOR078W|YOR079C|YOR080W|YOR081C|YOR082C|YOR083W|YOR084W|YOR085W|YOR086C|tN(GUU)O2|YOR087W|YOR089C|YOR090C|YOR091W|YOR092W|YOR093C|YOR094W|YOR095C|YOR096W|YOR097C|YOR098C|YOR099W|YOR100C|YOR101W|YOR102W|YOR103C|YOR104W|YOR105W|YOR106W|YOR107W|YOR108W|YOR108C-A|YOR109W|YOR110W|YOR111W|YOR112W|YOR113W|YOR114W|YOR115C|YOR116C|YOR117W|YOR118W|YOR119C|YOR120W|YOR121C|YOR122C|YOR123C|YOR124C
YPD:15C	0.019	15	560190	7.63	546199	585189	RPT5|RTC5|RIO1|GCY1|NA|PFY1|LEO1|UBP2|CAT5|IAH1|RGA1|ADE2|AFI1|ORT1|NA|NA|VPS17|EFT1|BAG7|IRC14|IDH2|SIA1|RUP1	YOR117W|YOR118W|YOR119C|YOR120W|YOR121C|YOR122C|YOR123C|YOR124C|YOR125C|YOR126C|YOR127W|YOR128C|YOR129C|YOR130C|tD(GUC)O|YOR131C|YOR132W|YOR133W|YOR134W|YOR135C|YOR136W|YOR137C|YOR138C
YPD:15C	0.014	16	382210	5.52	377059	414652	RPS6A|RLM1|NA|YDC1|ELP3|SEC16|BRO1|SEN54|MOT1|RPS9A|NA|RPL21B|ATP4|NA|GPI2|GCR1	YPL090C|YPL089C|YPL088W|YPL087W|YPL086C|YPL085W|YPL084W|YPL083C|YPL082C|YPL081W|YPL080C|YPL079W|YPL078C|YPL077C|YPL076W|YPL075W
YPD:37C	0.003	2	669252	2.19	246577	787272	"UGA2|DSF2|FLR1|HHF1|HHT1|IPP1|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|GRX7|MNN2|NA|KAP104|GAL7|GAL10|GAL1|FUR4|POA1|CHS3|SCO2|OLA1|ETR1|NA|NA|CDS1|RKM3|RPL4A|NA|EDS1|HMT1|PDX3|SNR161|TLC1|CSG2|SCO1|CHS2|ATP3|FIG1|FAT1|CST26|QDR3|TCM62|NA|NA|NA|GIP1|ZTA1|FMP23|RPS11B|REB1|REG2|NA|RFS1|NA|YRO2|PRP6|NA|NA|NA|NA|NA|NA|MUM2|UBP14|TSC3|AKL1|ORC2|TRM7|NA|NA|NA|ECM2|NRG2|TIP1|BAP2|TAT1|ALG14|NA|HSP26|NA|RDH54|NA|ECM8|NA|SLM4|ECM33|RPG1|SEC18|SPT7|NA|NA|UBC4|TEC1|MIS1|RPL19A|AAC3|NA|IST2|RFC5|POL30|NA|NHP6B|NA|TIM12|PHO3|PHO5|PBY1|RXT2|NA|VPS15|MMS4|NA|FES1|EXO84|SIF2|NA|YMC2|VID24|PHO88|IML3|AIM3|CMD1|NA|ALG1|YSA1|SUS1|CYC8|NA|RAD16|LYS2|NA|TKL2|TEF2|MUD1|CBP6|GRS1|NA|MRPL36|TFC1|NA|PTC4|TPS1|NA|NA|VMA2|ATG14|OPY1|SHE3|CCZ1|NA|AGP2|HSL7|NA|CKS1|MEC1|NA|NA|NA|IRA1|NA|NA|MAK5|SUP45|NA|ADH5|MRPS9|RTC2|YSW1|ARA1|TBS1|APD1|SPP381|RIB7|RPB5|CNS1|SLI15|ICS2|AMN1|IFA38|CDC28|CSH1|TOS1|YSY6|EXO5|ARL1|UBS1|TYR1|POP7|PEX32|SSE2|NPL4|SEC66|SMY2|UMP1|NA|SWD3|ECM31|EHT1|NA|FZO1|DTR1|RPS6B|SMP1|NA|YPC1|NA|MBA1|PCH2|GDT1|NTC20|RPS9B|NA|RPL21A|NA|RIM2|MED8|AIM4|MSI1|PGI1|NA|NA|NA|TAF5|KTR4|BEM1|NA|DER1|NA|MCM7|COS111|NA|KTR3|NA|FTH1|DUR1,2|NA|NA|NA|NA|NA|NA|ERV15|AME1|NGR1|MET8|SDS24|HPC2|YBP1|ATG12|PYC2|NA|NA|PDB1|NA|PCS60|TDP1|NA|NA|NA|NA|MCX1|SLX1|ROT2|OM14|NA|LSR1|SWC5|NA|PBP2|DAD3|ARC40|NA|ABD1|PRP5|NA|ERT1|THI2|NA|NA|ALG7|GPX2|ISW1|RRT2|ENP1|HIS7|ARO4|SPO23|MRPS5|DUT1|SRB6|TRS20|MTC4|NA|RIB5|POP4|SHG1|NA|RGD1|TAE1|AIM5|SHM1|YPT10|TSC10|REI1|SLM6|MRPL37|FMP21|BIT2|NA|HSM3|UBX7|CHK1|RIF1|PPS1|NA|DPB3|PAF1|SAF1|DUG2|MRPL27|SSH1|NA|NA|APE3|NA|APM3|SNF5|BSD2|CTP1|NA|VBA2"	YBR006W|YBR007C|YBR008C|YBR009C|YBR010W|YBR011C|YBRCdelta11|YBR012C|YBRWTy1-2|YBRWdelta12|YBR012W-A|YBR012W-B|YBRWdelta13|YBR013C|YBRCdelta14|tT(AGU)B|YBR014C|YBR015C|YBR016W|YBR017C|YBR018C|YBR019C|YBR020W|YBR021W|YBR022W|YBR023C|YBR024W|YBR025C|YBR026C|YBR027C|YBR028C|YBR029C|YBR030W|YBR031W|YBR032W|YBR033W|YBR034C|YBR035C|snR161|TLC1|YBR036C|YBR037C|YBR038W|YBR039W|YBR040W|YBR041W|YBR042C|YBR043C|YBR044C|tV(UAC)B|YBRWdelta15|YBRWdelta16|YBR045C|YBR046C|YBR047W|YBR048W|YBR049C|YBR050C|YBR051W|YBR052C|YBR053C|YBR054W|YBR055C|tL(UAA)B2|YBR056W|YBRWdelta17|tQ(UUG)B|YBR056W-A|YBR056C-B|YBR057C|YBR058C|YBR058C-A|YBR059C|YBR060C|YBR061C|YBR062C|YBR063C|YBR064W|YBR065C|YBR066C|YBR067C|YBR068C|YBR069C|YBR070C|YBR071W|YBR072W|YBR072C-A|YBR073W|YBR074W|YBR076W|YBR076C-A|YBR077C|YBR078W|YBR079C|YBR080C|YBR081C|tR(UCU)B|tD(GUC)B|YBR082C|YBR083W|YBR084W|YBR084C-A|YBR085W|YBR085C-A|YBR086C|YBR087W|YBR088C|YBR089W|YBR089C-A|YBR090C|YBR091C|YBR092C|YBR093C|YBR094W|YBR095C|YBR096W|YBR097W|YBR098W|YBR099C|YBR101C|YBR102C|YBR103W|YBR103C-A|YBR104W|YBR105C|YBR106W|YBR107C|YBR108W|YBR109C|YBR109W-A|YBR110W|YBR111C|YBR111W-A|YBR112C|YBR113W|YBR114W|YBR115C|YBR116C|YBR117C|YBR118W|YBR119W|YBR120C|YBR121C|YBR121C-A|YBR122C|YBR123C|YBR124W|YBR125C|YBR126C|YBR126W-A|YBR126W-B|YBR127C|YBR128C|YBR129C|YBR130C|YBR131W|YBR131C-A|YBR132C|YBR133C|YBR134W|YBR135W|YBR136W|YBR137W|YBR138C|YBR139W|YBR140C|YBR141C|YBR141W-A|YBR142W|YBR143C|YBR144C|YBR145W|YBR146W|YBR147W|YBR148W|YBR149W|YBR150C|YBR151W|YBR152W|YBR153W|YBR154C|YBR155W|YBR156C|YBR157C|YBR158W|YBR159W|YBR160W|YBR161W|YBR162C|YBR162W-A|YBR163W|YBR164C|YBR165W|YBR166C|YBR167C|YBR168W|YBR169C|YBR170C|YBR171W|YBR172C|YBR173C|YBR174C|YBR175W|YBR176W|YBR177C|YBR178W|YBR179C|YBR180W|YBR181C|YBR182C|YBR182C-A|YBR183W|YBR184W|YBR185C|YBR186W|YBR187W|YBR188C|YBR189W|YBR190W|YBR191W|YBR191W-A|YBR192W|YBR193C|YBR194W|YBR195C|YBR196C|YBR196C-A|YBR196C-B|YBR197C|YBR198C|YBR199W|YBR200W|YBR200W-A|YBR201W|YBR201C-A|YBR202W|YBR203W|YBR204C|YBR205W|YBR206W|YBR207W|YBR208C|YBR209W|tC(GCA)B|YBRCtau2|YBRWdelta18|YBRCdelta19|tE(UUC)B|YBR210W|YBR211C|YBR212W|YBR213W|YBR214W|YBR215W|YBR216C|YBR217W|YBR218C|YBR219C|YBR220C|YBR221C|YBR221W-A|YBR222C|YBR223C|YBR223W-A|YBR224W|YBR225W|YBR226C|YBR227C|YBR228W|YBR229C|YBR230C|YBR230W-A|LSR1|YBR231C|YBR232C|YBR233W|YBR233W-A|YBR234C|YBR235W|YBR236C|YBR237W|YBR238C|YBR239C|YBR240C|YBR241C|YBR242W|YBR243C|YBR244W|YBR245C|YBR246W|YBR247C|YBR248C|YBR249C|YBR250W|YBR251W|YBR252W|YBR253W|YBR254C|YBR255W|YBR255C-A|YBR256C|YBR257W|YBR258C|YBR259W|YBR260C|YBR261C|YBR262C|YBR263W|YBR264C|YBR265W|YBR267W|YBR266C|YBR268W|YBR269C|YBR270C|YBR271W|YBR272C|YBR273C|YBR274W|YBR275C|YBR276C|YBR277C|YBR278W|YBR279W|YBR280C|YBR281C|YBR282W|YBR283C|YBR284W|YBR285W|YBR286W|YBR287W|YBR288C|YBR289W|YBR290W|YBR291C|YBR292C|YBR293W
YPD:37C	0.005	9	40512	3.19	26200	98050	NA|SDL1|NA|NA|NIT1|NA|SUC2|NA|POT1|BNR1|AIM20|COA1|NA|NA|UBP7|GUT2|IMP2'|RRD1|NA|NA|MCM10|MLP2|RPL40A|SLN1|ATG32|PAN6|TID3|SSL2|NA|CCT2|NA|AXL2|REV7|TPM2|TMA108|OM45|VHS2|NA|SNR68|FLX1	YIL168W|YIL167W|YIL166C|YIL165C|YIL164C|YIL163C|YIL162W|YIL161W|YIL160C|YIL159W|YIL158W|YIL157C|YIL156W-A|YIL156W-B|YIL156W|YIL155C|YIL154C|YIL153W|YIL152W|YIL151C|YIL150C|YIL149C|YIL148W|YIL147C|YIL146C|YIL145C|YIL144W|YIL143C|YIL142C-A|YIL142W|YIL141W|YIL140W|YIL139C|YIL138C|YIL137C|YIL136W|YIL135C|YIL134C-A|snR68|YIL134W
YPD:37C	0.007	11	620610	5.15	607045	631669	TGL4|PXL1|SRL3|SRP40|PTR2|RPL40B|MLP1|PCC1|NA|PCK1	YKR089C|YKR090W|YKR091W|YKR092C|YKR093W|YKR094C|YKR095W|YKR095W-A|YKR096W|YKR097W
